SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,Crustal_Thickness
63.72,0.5,18.12,4.7,0.12,1.84,6.49,2.96,1.42,0.13,18.4757,36.686,4.0781,16.2779,3.21472,0.902764,2.88821,0.409167,2.65847,0.54867,1.56081,0.250399,1.66775,0.276942,335.871,15.8057,68.1621,437.62,3.08897,7.90285,0.455972,6.30838,23.55
56.11,0.83,18.79,6.55,0.11,4.99,7.49,4.03,0.9,0.2,11.82,24.5,3.23,14.61,3.71,1.18,3.56,0.55,3.24,0.64,1.72,0.25,1.58,0.24,655,19,10,323,2.91,6,0.26,1.41,23.56
55.73,0.77,18.64,6.78,0.11,5.69,7.49,3.77,0.79,0.22,10.97,21.53,3,13.29,3.34,1.07,3.2,0.51,3.11,0.62,1.7,0.25,1.57,0.25,630,18,9,309,2.83,5,0.26,1.33,23.56
55.47,0.77,18.44,6.71,0.12,5.99,7.59,3.87,0.84,0.2,10.23,22.61,2.9,12.99,3.34,1.11,3.23,0.52,3.11,0.64,1.69,0.25,1.56,0.25,617,16,10,318,2.86,4,0.28,1.43,23.56
57.97,0.64,19.23,5.81,0.11,3.93,6.54,4.43,1.12,0.21,10.61,23.06,3,12.23,2.89,0.9,2.78,0.46,2.66,0.58,1.63,0.23,1.47,0.23,629,15,12,418,2.77,5,0.19,1.61,23.56
58.39,0.76,18.04,6.05,0.12,4.07,6.79,4.38,1.21,0.2,11.08,24.5,3,12.57,3.3,1.01,2.89,0.51,3.01,0.63,1.77,0.26,1.71,0.26,580,18,18,433,2.8,6,0.23,1.55,23.56
55.72,0.75,18.38,6.41,0.12,5.65,7.51,4.01,1.25,0.2,9.96,20.89,2.81,12.85,3.1,1.03,2.96,0.49,2.82,0.59,1.66,0.24,1.43,0.24,639,16,12,360,2.69,7,0.25,1.25,23.56
58.44,0.78,17.69,6.21,0.12,4.24,6.91,4.25,1.16,0.2,11.04,23.19,2.97,13.13,3.35,1.09,3.14,0.51,3.15,0.64,1.77,0.27,1.66,0.25,576,20,15,387,2.96,4,0.24,1.41,23.56
57.49,0.7,18.03,6.3,0.11,5.25,6.86,4.07,0.99,0.2,10.77,22.58,2.97,12.89,3.13,1.02,3.07,0.49,2.92,0.59,1.65,0.23,1.54,0.24,592,18,10,353,2.89,5,0.2,1.54,23.56
58.9,0.76,17.61,6.16,0.12,3.94,6.88,4.25,1.18,0.2,11.14,23.54,2.99,13.21,3.3,1.09,3.21,0.51,3.13,0.64,1.73,0.26,1.66,0.26,550,16,15,432,3.05,4,0.23,1.55,23.56
58.66,0.76,17.6,6.11,0.12,4.14,6.87,4.28,1.25,0.21,11.12,24.03,3.01,13.28,3.27,1.05,3.18,0.52,3.17,0.63,1.73,0.25,1.61,0.25,578,18,16,466,3.03,6,0.24,1.51,23.56
60.96,0.47,20.14,4.85,0.1,1.87,5.27,4.71,1.34,0.28,15.63,30.19,3.8,15.96,3.36,1.06,3.06,0.47,2.83,0.56,1.62,0.25,1.57,0.26,625,16,19,566,3.88,7,0.26,2.37,23.56
58.58,0.77,17.71,6.06,0.12,3.97,6.89,4.41,1.3,0.2,11.47,24.52,3.09,13.51,3.31,1.08,3.15,0.52,3.23,0.66,1.74,0.26,1.64,0.26,586,18,16,429,3.06,3,0.24,1.53,23.56
58.17,0.65,18.86,5.76,0.11,4.05,6.74,4.34,1.11,0.22,11.17,23.93,3.09,13.12,3.14,0.96,2.96,0.48,2.9,0.6,1.65,0.24,1.51,0.24,612,15,16,446,3.05,7,0.21,1.7,23.56
56.43,0.76,17.59,6.35,0.12,5.85,7.61,4.12,0.97,0.2,11.07,23.66,2.9,12.87,3.33,1.08,3.26,0.5,3.23,0.65,1.7,0.25,1.62,0.25,613,16,14,386,2.85,5,0.29,1.35,23.56
66.98,0.44,17.23,3.47,0.09,1.44,5.4,3.11,1.74,0.11,28.2423,60.3684,5.50578,19.9379,3.30419,0.928025,2.5806,0.379108,2.60234,0.474987,1.52078,0.230669,1.60483,0.212184,304.056,14.8562,82.2041,521.946,3.56923,8.91369,0.631071,10.9559,23.56
65.28,0.46,18.65,3.78,0.09,1.54,5.42,3.21,1.52,0.06,21.6804,41.559,4.45632,16.529,3.04595,0.801134,2.7114,0.359808,2.44039,0.477711,1.42006,0.235541,1.50369,0.253326,314.523,15.6284,75.2119,523.553,3.01423,8.791,0.54879,8.05075,23.56
67.65,0.37,17.42,3.42,0.09,1.14,5.04,3.09,1.72,0.06,25.2841,43.8369,5.43474,19.4166,3.68612,0.920164,3.05787,0.441718,2.71167,0.545893,1.73571,0.244215,1.85721,0.264479,311.525,18.6718,78.6182,479.571,3.22845,8.84455,0.588666,8.49431,23.57
66.92,0.39,17.35,3.62,0.1,1.27,5.37,3.16,1.7,0.11,22.3358,43.2953,4.89511,18.2202,3.21989,0.923606,2.90438,0.416845,2.54761,0.539555,1.52666,0.235078,1.68842,0.257096,324.192,17.6832,78.592,455.834,3.27544,8.8416,0.554773,7.98748,23.57
58.43,0.76,17.94,6.23,0.12,4.07,6.73,4.35,1.17,0.21,11.28,23.72,3.06,13.67,3.28,1.07,3.13,0.54,3.15,0.67,1.79,0.26,1.67,0.27,584,18,16,419,3.11,4,0.24,1.55,23.63
58.95,0.67,18.31,5.71,0.11,3.84,6.63,4.43,1.19,0.17,10.01,20.92,2.65,11.57,2.94,0.96,2.9,0.48,2.96,0.59,1.65,0.24,1.54,0.24,542,15,16,400,2.85,4,0.21,1.43,23.63
58.28,0.78,17.79,6.18,0.12,4.18,6.96,4.31,1.21,0.2,11.61,24.78,3.15,14.07,3.47,1.13,3.36,0.54,3.28,0.67,1.83,0.26,1.69,0.27,566,17,15,396,3.05,4,0.25,1.51,23.63
58.38,0.76,17.62,6.18,0.12,4.11,6.95,4.4,1.27,0.21,11.49,24.4,3.06,13.03,3.39,1.08,3.08,0.51,3.23,0.68,1.83,0.25,1.7,0.26,586,18,16,438,2.93,3,0.24,1.52,23.63
56.14,0.84,18.4,6.57,0.11,5.07,7.48,4.19,0.98,0.22,11.52,24.03,3.27,13.93,3.63,1.11,3.1,0.52,3.08,0.65,1.69,0.23,1.54,0.23,669,18,12,375,2.61,5,0.22,1.34,23.63
63.83,0.59,18.23,4.53,0.1,2.05,6.18,2.81,1.53,0.15,20.1845,40.3155,4.46803,17.5108,3.22498,0.895878,3.14918,0.452183,2.84986,0.563441,1.58171,0.250438,1.63365,0.243821,319.776,15.8403,66.3312,454.418,3.45291,8.91016,0.521096,6.8475,23.65
58.53,0.78,17.87,6,0.12,4.03,6.96,4.29,1.21,0.21,11.57,24.41,3.16,13.9,3.27,1.13,3.3,0.54,3.14,0.65,1.82,0.26,1.65,0.27,595,18,19,434,3.13,6,0.24,1.48,23.7
57.34,0.69,19.16,5.99,0.11,4.37,6.89,4.26,1,0.2,11.23,23.2,2.89,12.68,3.14,1.03,2.85,0.46,2.92,0.6,1.57,0.24,1.5,0.24,628,16,16,409,3.1,5,0.22,1.67,23.7
55.49,0.79,18.45,6.72,0.12,5.91,7.6,3.88,0.85,0.19,9.83,21.47,2.83,12.69,3.12,1.04,3.09,0.5,2.92,0.61,1.65,0.24,1.51,0.24,627,16,13,342,2.88,8,0.27,1.4,23.7
71.71,0.41,14.34,2.54,0.03,0.66,2.39,4,3.88,0.04,45.9124,78.5791,8.62019,28.661,5.34407,0.953418,4.78631,0.76045,4.67001,1.03444,3.07137,0.485201,3.26833,0.508521,185.91,28.0213,110.891,989.37,4.86646,18.8534,0.931289,20.1856,23.73
69.06,0.45,14.62,3.62,0.08,1.27,3.62,3.9,3.33,0.05,35.837,61.7973,6.46401,21.2811,3.95494,0.883262,3.58545,0.56903,3.5169,0.785709,2.32508,0.369716,2.51187,0.3965,254.375,21.4038,105.272,837.738,4.66505,14.1054,0.740831,16.407,23.74
67.39,0.38,17.5,3.5,0.09,1.21,5.14,3.04,1.64,0.1,22.0113,43.1028,4.70679,17.4665,3.25351,0.855663,2.67451,0.430903,2.51185,0.51409,1.5862,0.226061,1.81111,0.260202,309.74,15.683,81.3557,510.679,3.37975,7.84152,0.596606,8.35235,23.8
61.63,0.64,16.93,3.72,0.08,4.8,6.8,4.36,0.9,0.14,10.7,21.8,2.75,11.8,2.94,0.95,2.97,0.46,2.74,0.55,1.54,0.21,1.32,0.2,408,13.8,12.1,441,2.71,3.43,0.23,1.03,23.81
60.49,0.46,19.41,5.16,0.11,2.29,5.82,4.65,1.31,0.3,14.22,28.5,3.54,15.28,3.25,1.01,2.79,0.45,2.61,0.55,1.56,0.24,1.46,0.24,682,15,16,471,3.42,2,0.23,1.95,23.84
56.43,0.83,18.49,6.49,0.12,4.85,7.5,4.11,0.98,0.21,12,24.73,3.24,14.52,3.73,1.2,3.37,0.54,3.28,0.67,1.73,0.24,1.56,0.25,666,17,12,391,2.84,4,0.23,1.47,23.84
60.72,0.62,17.76,5.33,0.1,3.52,6.01,4.4,1.36,0.18,12.2,25.1,3.09,13.3,3.22,1.02,3.01,0.5,3.06,0.61,1.74,0.25,1.6,0.26,542,16.6,20.7,495,3.31,3.46,0.26,1.8,23.84
60.67,0.64,17.76,5.43,0.11,3.52,6.01,4.35,1.32,0.19,11.7,24.4,3.03,12.9,3.08,1.01,3.02,0.5,2.99,0.62,1.7,0.25,1.61,0.26,548,16.6,19.8,486,3.26,3.34,0.25,1.7,23.84
60.25,0.64,17.86,5.44,0.11,3.66,6.17,4.39,1.3,0.19,11.5,23.9,2.99,12.9,3.07,1.02,2.99,0.5,2.97,0.61,1.68,0.26,1.58,0.26,552,16.2,19,474,3.24,3.33,0.24,1.7,23.84
60.05,0.64,17.78,5.55,0.11,3.8,6.22,4.36,1.3,0.2,11.4,23.7,2.94,12.6,3.12,1.02,3,0.48,2.94,0.6,1.67,0.25,1.56,0.26,540,16.4,19,466,3.14,3.26,0.25,1.6,23.84
60.11,0.68,17.67,5.28,0.11,3.84,6.28,4.52,1.32,0.2,11.3,24,3.01,12.9,3.13,1.02,3.12,0.5,3.03,0.63,1.79,0.26,1.65,0.26,526,15.7,18.1,468,3.25,3.27,0.25,1.7,23.84
59.91,0.67,17.57,5.49,0.11,3.9,6.37,4.49,1.29,0.2,11.3,23.4,2.95,12.6,3.08,1.01,3.02,0.51,3.09,0.63,1.74,0.25,1.61,0.26,547,16.7,18.6,468,3.14,3.38,0.25,1.7,23.84
59.89,0.67,17.67,5.46,0.11,3.87,6.3,4.5,1.31,0.22,11.5,24.1,2.99,12.7,3.22,1.02,3.02,0.5,3.01,0.64,1.71,0.25,1.61,0.26,533,16.2,18.3,470,3.15,3.28,0.25,1.7,23.84
59.74,0.67,17.66,5.48,0.11,3.95,6.36,4.51,1.32,0.2,11.3,23.7,2.99,12.8,3.15,1.03,3.07,0.5,3.06,0.62,1.72,0.26,1.61,0.26,539,16.4,18,463,3.21,3.34,0.25,1.7,23.84
59.89,0.67,17.6,5.52,0.11,3.94,6.25,4.51,1.31,0.2,11.4,23.6,2.99,12.8,3.12,1.03,2.93,0.49,2.99,0.62,1.67,0.25,1.6,0.25,561,17,20.3,466,3.19,3.36,0.25,1.7,23.84
59.71,0.67,17.63,5.45,0.11,4.03,6.39,4.49,1.32,0.2,11.1,23.3,2.92,12.7,3.08,1.01,2.96,0.48,3,0.61,1.69,0.25,1.6,0.26,575,16.8,21.5,462,3.15,3.46,0.25,1.7,23.84
59.69,0.67,17.49,5.51,0.11,4.1,6.44,4.49,1.3,0.2,11.2,23.4,2.94,12.8,3.19,1.01,3.02,0.5,2.96,0.62,1.69,0.26,1.62,0.26,568,17.4,21.3,470,3.2,3.33,0.24,1.7,23.84
66.45,0.42,17.53,3.72,0.09,1.35,5.71,3.05,1.56,0.12,21.3179,41.7317,4.56626,17.3214,3.32606,0.895327,2.85611,0.396238,2.42727,0.488094,1.44507,0.215502,1.43492,0.230849,330.806,14.7681,66.9488,481.441,3.63396,7.87633,0.540141,7.06536,23.96
60.81,0.7,18.22,5.56,0.11,2.8,6.04,4.34,1.26,0.17,12.42,24.9,3.15,14.17,3.44,1.11,3.29,0.52,3.25,0.66,1.82,0.27,1.67,0.26,629,17,18,485,3.11,4,0.24,1.81,23.98
61.6,0.43,18.51,4.8,0.1,2.16,5.72,4.97,1.48,0.24,14.09,27.48,3.35,14.39,3.1,0.99,2.64,0.42,2.54,0.51,1.45,0.22,1.43,0.23,685,14,17,495,3.25,5,0.23,2.03,23.98
67.03,0.37,17.54,3.25,0.09,1.2,5.28,3.3,1.83,0.1,20.6372,40.6525,4.30305,16.1348,2.7622,0.810883,2.47406,0.366907,2.34627,0.455824,1.35773,0.226018,1.52024,0.252481,311.055,14.8121,83.9355,477.939,2.9462,7.89981,0.606537,8.21354,24.16
65.24,0.75,15.3,5.01,0.13,1.19,4.75,4.8,2.63,0.2,27.9,58.6,6.73,25.9,6.54,1.15,6.1,1.01,6.3,1.46,3.98,0.665,4.3,0.744,128,42,102,371,6.68,10.9,1.04,20.3,24.42
65.89,0.64,15.65,5.37,0.13,1.57,3.64,3.95,2.99,0.16,28.8,57.8,7.03,28.2,6.46,1.41,6.58,1.05,7,1.58,4.38,0.701,4.84,0.757,168,54,89,432,6.63,9.55,0.82,15.7,24.42
58.35,1.27,16.25,8.86,0.19,2.76,6.54,4.14,1.42,0.21,17.4,40.6,4.92,21,5.92,1.64,5.82,0.992,6.68,1.46,3.96,0.658,4.43,0.691,190,21,37,256,5.29,6.16,0.59,9.07,24.42
61.53,0.55,18.45,5.1,0.1,2.16,5.92,4.53,1.45,0.21,13.05,26.94,3.34,14.11,3.07,0.97,2.84,0.46,2.7,0.56,1.55,0.23,1.43,0.24,677,16,21,552,3,7,0.24,2.09,24.47
55.9,0.79,19.32,7.38,0.15,3.85,7.77,3.17,1.54,0.13,13.36,27.06,3.52,15.01,3.53,0.98,3.82,0.64,3.92,0.84,2.42,0.37,2.39,0.38,238,23.1,50.2,229,2.81,4.4,0.35,4.92,24.51
58.08,0.67,17.46,4.3,0.1,5.45,9.43,3.62,0.74,0.15,9.78,18.8,2.4,9.98,2.42,0.84,2.35,0.37,2.06,0.4,1.13,0.15,0.94,0.14,765,9.9,12,469,1.54,5.09,0.29,0.97,24.61
72.97,0.47,13.88,3.03,0.06,0.42,1.91,5.09,2.11,0.05,23,49,5.96,25,5.27,1.08,5.6,0.91,5.87,1.28,3.61,0.59,3.46,0.6,180,38,62,691,8.65,7,0.45,5.63,24.77
72.98,0.44,13.93,2.91,0.06,0.42,1.82,5.21,2.18,0.04,21.2,49.4,6.05,25.2,5.44,1.12,5.86,0.96,6.18,1.3,3.75,0.6,3.74,0.61,169,41,60,685,9.33,6,0.53,5.77,24.77
66.44,0.89,15.23,5.12,0.09,1.34,3.79,5.28,1.57,0.25,19.6,47,5.92,25.9,5.93,1.42,6.27,1,6.47,1.32,3.82,0.59,3.69,0.62,340,43,46,519,8.16,5,0.52,4.33,24.77
64.02,0.93,16.23,5.91,0.1,1.78,4.44,4.92,1.46,0.22,19.6,45.5,5.85,25.6,5.86,1.48,6.49,1.04,6.55,1.4,3.93,0.63,3.84,0.62,325,42,44,465,7.79,7,0.51,4.1,24.77
64.07,0.98,15.84,5.31,0.1,1.93,4.93,5.06,1.53,0.23,18.5,44.5,5.67,25.1,5.72,1.43,6.41,1.01,6.6,1.36,3.91,0.61,3.78,0.63,299,45,46,429,8.03,7,0.46,4.14,24.77
64.77,0.43,17.15,4.58,0.11,1.92,5.84,3.55,1.54,0.09,25.6791,48.5557,5.08735,18.6095,3.23468,0.86936,2.62356,0.36283,2.34093,0.531493,1.42158,0.239249,1.58876,0.236074,325.264,15.6283,69.3505,447.36,3.13679,7.81414,0.474759,9.02223,24.81
60.41,0.65,17.95,5.27,0.1,3.21,5.88,4.91,1.41,0.2,12.7,26,3.24,13.8,3.26,1.02,2.99,0.49,2.88,0.61,1.66,0.24,1.57,0.26,615,16.5,20.7,530,3.34,3.36,0.24,1.9,24.97
69.65,0.59,16.13,2.18,0.02,0.35,3.21,4.52,3.24,0.12,44.7732,79.7791,8.75298,30.0361,5.7613,1.30913,5.26113,0.815973,4.90427,1.06246,3.02209,0.458677,2.97831,0.448145,300.692,26.7518,87.5137,901.298,5.17233,19.3511,0.900037,16.8533,25.42
74.25,0.51,14.96,0.65,0.01,0.28,1.84,4.86,2.62,0.02,43.2724,81.8211,8.59023,29.9912,5.54968,0.982356,4.63881,0.725676,4.40489,0.952474,2.81374,0.448683,3.0047,0.464222,188.98,24.8782,63.2172,699.448,6.36138,18.2545,0.933212,19.8025,25.42
72.35,0.44,13.92,3.58,0.15,0.72,3.19,4.34,1.13,0.18,3.5,8.9,1.5,7.1,2.3,0.8,3,0.5,3.6,0.8,2.4,0.4,2.5,0.4,244,23,16,160,2.2,0.8,0.1,0.4,25.53
67.53,0.8,15.4,3.95,0.19,0.96,2.62,4.79,3.5,0.26,17.5,37.9,5.4,22.5,5.7,1.2,5.9,1,6.4,1.4,4.2,0.7,4.6,0.7,132,41,73,552,6,4.8,0.2,3.6,25.53
55.07,1.16,18.68,4.46,0.12,4.98,8.48,3.99,2.37,0.69,59.9,112,13.3,53.4,10.8,2.95,8.64,1.07,5.59,1.01,2.75,0.37,2.21,0.35,1009,27.2,55.3,1490,4.8,20.6,1.04,5.99,25.58
69.63,0.48,14.78,3.05,0.08,0.97,2.98,4.71,3.24,0.08,43.0605,74.5858,7.90095,26.3954,4.86609,1.06148,4.34607,0.684087,4.18993,0.933152,2.76988,0.436905,2.95058,0.462257,260.184,25.6766,97.3605,888.912,5.22863,17.6072,0.839151,17.1934,25.61
67.86,0.66,15.32,3.82,0.09,1.1,3.39,4.38,3.23,0.15,46.0505,82.5491,9.07128,31.2642,6.07858,1.33253,5.55719,0.86861,5.27416,1.1522,3.35167,0.515692,3.4041,0.522305,280.303,31.0358,107.813,957.868,5.66526,19.0356,0.886281,17.7194,25.61
58.12,0.94,16.88,7.84,0.16,3.47,7.26,3.54,1.59,0.2,13.188,28.4003,3.77718,17.2589,4.97353,1.30668,5.28573,0.904382,5.71858,1.191,3.36819,0.497425,3.11748,0.492377,300.888,31.8744,36.3146,465.417,4.31525,4.36922,0.312278,3.69256,25.86
71.5,0.36,13.11,4.53,0.13,0.12,1.28,7.52,1.44,0.01,28,80,12,57,16,2.3,18,3.5,22,5,16,2.5,16,2.6,22,153,15,125,23,18,1.3,2.6,25.97
58.18,1.07,17.34,5.65,0.13,2.85,4.86,4.12,5.47,0.32,54.4,101.3,10.86,50.2,8.73,2.32,7.11,0.85,6.1,1.14,2.97,0.38,3.32,0.36,525,29.31,183.9,1017,4.97,34,1.68,16.05,26.04
56.5,1.12,18.02,5.84,0.14,3.07,5.19,4.25,5.53,0.34,53.5,106.8,12.24,51,9.32,2.42,8.83,1.01,6.51,1.22,3.25,0.4,3.35,0.44,548,32.49,182,1048,5.25,36.02,1.82,19.16,26.04
55.98,0.83,17.47,10.04,0.19,3.49,9.12,2.42,0.4,0.06,4.82,11.7,1.56,7.5,2.29,0.78,2.83,0.54,3.49,0.77,2.34,0.35,2.24,0.35,138,20.4,12.4,66,1.51,1.7,0.14,1.37,27.02
65.51,0.46,16.39,3.55,0.06,2.58,4.89,3.81,2.61,0.14,45.4,78.4,8.83,30.69,5.33,1.42,4.6,0.64,3.6,0.67,2.03,0.28,1.84,0.29,771,18,80,850,3.9,11,0.73,11.7,27.11
58.56,0.57,16.45,5.66,0.14,5.48,7.87,3.51,1.68,0.08,32.8,66.4,8.08,32.57,5.95,1.71,4.94,0.72,4.03,0.78,2.47,0.37,2.39,0.38,782,24,44,520,3.3,10,0.49,6.28,27.11
66.4,0.44,16.15,3.76,0.04,1.89,4.43,3.99,2.75,0.13,27.9,46,4.88,17.1,2.94,0.87,2.17,0.35,2.04,0.41,1.33,0.2,1.34,0.21,763,13,77,896,4.5,11,0.76,12.2,27.16
73.85,0.33,14.4,1.92,0.02,0.15,2.19,4.01,3.06,0.07,19.33,38.83,4.3,15.82,3.19,0.74,3.1,0.48,2.81,0.59,1.77,0.27,1.76,0.27,186.25,17.42,98.05,542.4,3.7,5.92,0.73,8.75,27.18
73.54,0.31,14.56,1.99,0.02,0.22,2.32,3.97,3,0.07,19.01,38,4.21,15.41,3.11,0.73,2.84,0.45,2.61,0.56,1.62,0.25,1.69,0.26,192.16,16.69,88.96,551.4,3.5,6.15,0.68,9.41,27.18
72.18,0.36,14.56,1.84,0.06,0.87,2.52,4.58,2.95,0.08,18.55,37.43,4.17,15.58,3.2,0.69,2.98,0.47,2.8,0.56,1.74,0.28,1.77,0.27,196,20,80,489,3.62,4.7,0.66,9.45,27.18
70.19,0.41,15.13,2.86,0.04,0.89,3.13,4.53,2.75,0.08,18.32,39.08,4.43,16.77,3.73,0.78,3.59,0.58,3.48,0.79,2.19,0.37,2.29,0.34,173,27,85,405,4.36,3.8,0.49,8.76,27.18
62.1,0.56,18.65,4.17,0.08,0.87,5.41,5.18,2.67,0.31,48,84,9.26,34.7,5.66,1.63,4.76,0.7,4.1,0.81,2.55,0.38,2.44,0.39,927,25,57,1150,5.4,17,1.02,9.86,27.31
58.41,0.72,17.66,5.37,0.1,4.62,7.97,3.47,1.53,0.14,21.1,35.9,4,15.7,3.11,1.03,3.26,0.52,3.13,0.64,1.98,0.3,1.93,0.3,475,19,34,667,2.9,10,0.63,6.78,27.31
70.29,0.48,14.97,2.66,0.07,0.9,2.74,4.44,3.34,0.11,37.6,63.3,6.39,22.2,3.85,0.93,3.45,0.58,3.42,0.72,2.31,0.38,2.39,0.38,269,22,104,678,4.8,16,1.45,13.8,27.5
58.57,0.62,17.75,5.06,0.1,4.61,8.18,3.45,1.53,0.13,21.6,38.2,4.18,16.5,3.16,1.02,3.14,0.5,2.94,0.6,1.84,0.28,1.72,0.28,554,16,37,483,2.9,7,0.51,6.47,27.5
61.07,0.44,18.93,3.76,0.12,0.62,2.58,4.07,8.26,0.15,69,133,14.2,50,9,2.3,7,0.9,5,0.9,2.4,0.4,2.5,0.4,403,27.9,321,352,8,46.9,3.1,32.5,27.75
60.87,0.44,18.59,3.76,0.13,0.7,2.83,4,8.5,0.17,84,152,16.9,61,10.4,2.4,9,1.1,6,1.1,3.2,0.4,3.4,0.5,508,35.9,340,477,8,48.5,2.9,34.1,27.75
60.07,0.48,19.01,3.71,0.12,0.78,3.07,4.34,8.28,0.14,84,157,17.5,59,10.4,2.1,8,1,6,1,3,0.5,3.1,0.5,455,32.2,327,457,9,55,3.5,39.9,27.75
58.36,0.64,18.89,5.25,0.1,1.18,3.68,3.28,8.27,0.35,70,133,15.3,56,9,2.5,7,1,5,1,2.7,0.4,2.6,0.4,843,29.6,289,1789,6,37.6,2.5,26.2,27.75
59.22,0.54,18.53,4.24,0.12,1.24,3.99,4.19,7.72,0.22,80,158,16.1,56,11,2.1,8,1.1,6,1.1,2.9,0.4,3,0.5,552,33.5,314,754,9,52,3.2,36.4,27.75
59,0.54,18.47,4.5,0.12,1.3,4.05,3.62,8.16,0.24,74.3,139.6,14.82,57,9.9,2.27,7.14,1.04,5.65,1.07,2.95,0.46,2.65,0.41,724.7,32.1,305.1,1048.9,6.8,42.1,2.3,29.7,27.75
59.12,0.53,18.34,4.25,0.13,1.38,4.13,4.19,7.69,0.25,83,162,16.7,58,11.2,2.1,8,1.1,6,1.1,3.2,0.5,3,0.5,560,35.6,320,794,9,55,3.3,37.3,27.75
59.04,0.55,18.39,4.32,0.13,1.39,4.2,4.15,7.56,0.27,82,163,17.1,58,10.6,2.1,8,1.1,6,1.1,3.1,0.4,3,0.4,558,34.5,348,714,8,56,3.2,36.2,27.75
58.72,0.54,18.41,4.39,0.12,1.43,4.35,3.99,7.81,0.25,76,149,15.7,55,10.5,2.2,8,1.1,6,1.1,2.9,0.4,3,0.4,625,32.7,310,911,8,48.4,3,34.2,27.75
56.57,0.78,18.72,6.2,0.12,1.97,4.81,3.45,6.98,0.39,59,109,12.6,45.1,8,2.2,7,0.9,5,0.9,2.4,0.3,2.2,0.4,800,27.6,245,1594,6,34,2,19.3,27.75
57.87,0.59,18.07,4.63,0.13,2.04,5.2,3.86,7.28,0.33,77,149,16.3,58,10.9,2.2,9,1.1,6,1.1,3.1,0.5,3.2,0.4,625,34.5,323,866,8,51,2.9,33.4,27.75
59.15,0.55,18.82,6.25,0.14,2.97,7.38,2.99,1.56,0.2,16.49,32.6,4.05,16.42,3.28,0.91,3.35,0.53,3.06,0.67,2.04,0.3,2.02,0.31,412,20.9,44,406,1.67,5.3,0.3,5.6,27.81
56.15,0.61,20.02,6.68,0.14,3.52,8.23,2.92,1.51,0.22,15.31,30.5,3.64,14.88,2.96,0.86,3.03,0.47,2.69,0.6,1.85,0.27,1.88,0.28,411,18.3,46,402,1.58,5.1,0.29,5.3,27.81
56.89,0.53,18.29,6.51,0.14,4.49,8.4,2.7,1.79,0.26,7.37,19.8,2.39,10.35,2.37,0.64,2.3,0.394,2.59,0.578,1.71,0.256,1.69,0.266,453,11.8,18,452,1.95,4.7,0.264,2.29,27.81
60.05,0.48,19.36,3.46,0.15,1.08,2.61,3.37,9.17,0.25,54,104,11,39,7,2,6,0.8,4.3,0.8,2.1,0.3,2.1,0.3,501.738,33.7828,266.56,547.569,5,36.2743,2,18,27.83
60.88,0.48,18.52,3.68,0.13,0.78,3.05,3.96,8.33,0.18,97.2,175,18.7,57.7,10.3,2,7.2,1.1,5.9,1.1,3.2,0.48,3.3,0.52,423,32,374,408,10.4,73,3.7,40.2,28.21
59.83,0.5,18.76,4,0.13,0.98,3.42,4.22,7.93,0.22,79.5,139,14.7,49.2,8.7,2,6.5,0.9,5,1,2.7,0.4,2.7,0.43,686,29,211,1049,7.3,52,2.7,30.3,28.21
60.14,0.54,17.96,4.11,0.13,1.53,3.88,3.41,8.07,0.22,79.5,141,14.9,51.5,9.3,1.9,7.1,1,5.5,1.1,3,0.45,3,0.48,477,32,201,616,8.5,53,2.8,32.4,28.21
59.61,0.58,17.69,4.48,0.13,2,4.7,3.55,6.98,0.28,86.4,156,16.5,56.6,10.3,2.1,7.7,1.1,5.8,1.1,3.1,0.47,3,0.5,521,30,289,730,8.7,56,2.9,34.5,28.21
56.35,1.56,15.97,9.62,0.15,4.92,6.88,3.55,0.84,0.16,11.99,23.29,3.27,14.89,3.61,1.42,3.35,0.52,2.84,0.51,1.28,0.17,1.05,0.14,428,14,15,332,1.99,7.8,0.52,1.8,28.26
71.99,0.27,15.92,2.5,0.08,0.48,2.08,2.8,3.85,0.03,44.01,77.7,8.28,27.17,5.01,0.93,4.11,0.7,4.38,0.89,2.6,0.41,2.73,0.45,153,24.58,146,727,4.97,14.09,1.35,26.1,28.36
70.19,0.41,15.67,3.3,0.08,0.76,2.86,3.1,3.57,0.06,54.51,88.65,10.96,38.22,7.18,1.47,6.36,1.03,6.32,1.28,3.53,0.52,3.33,0.52,246,34.73,119,881,5.82,13.22,0.96,18.05,28.36
69.78,0.4,15.37,3.23,0.08,1.01,3.22,3.46,3.34,0.11,49.73,89.09,9.22,30.48,5.37,1.17,4.48,0.72,4.4,0.89,2.52,0.38,2.45,0.4,210,24.63,135.2,900,5.1,12.35,0.95,19.92,28.36
55.76,1.95,17.11,7.67,0.11,3.29,5.36,3.68,4.22,0.87,59.8,113.8,13.2,48.5,8.4,2.7,8.8,0.9,4.8,0.8,1.9,0.2,1.5,0.2,906,22,76,1712,6.1,48,3.1,6.8,28.48
55.83,1.65,15.89,9.18,0.13,4.77,6.96,4.48,0.67,0.44,13.7,29.3,4.2,20.1,5,1.8,4.2,0.6,3,0.5,1.3,0.2,1,0.1,629,16,12,457,2.6,12,0.6,1.6,28.48
